component_id,lot_id,component_type,capacitance_uF,rated_voltage_V,test_voltage_V,test_temperature_C,time_h,dcl_uA,data_source,data_type
TC-6V8-35-085-56V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,56,85,0,0.1,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-56V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,56,85,24,0.7636,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-56V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,56,85,96,2.754,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-56V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,56,85,168,4.745,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-63V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,63,85,0,0.1,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-63V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,63,85,24,11.073,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-63V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,63,85,96,43.99,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-63V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,63,85,168,76.91,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-70V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,70,85,0,0.1,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-70V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,70,85,24,121.06,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-70V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,70,85,96,483.94,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-70V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,70,85,168,846.82,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-77V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,77,85,0,0.1,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
TC-6V8-35-085-77V,NASA-HALT-85C-6V8F-35V,Tantalum MnO2 chip capacitor (solid),6.8,35,77,85,24,1175.14,Teverovsky 2016 NASA/GSFC NTRS 20160001192,REAL_DERIVED
